codigo;nome_do_pregao;codigo_de_negociacao;cnpj;atividade_principal;classificacao_setorial;escriturador
ODBS;ODEBRECHTPAR;;10.904.193/0001-69;;;
ODBT;ODEBRECHTTRA;;10.143.462/0001-11;;;
ODCF;;;;;;
ODCT;ODEBSA;;05.144.757/0001-72;;;
ODEB;ODEBENER;;13.079.757/0001-64;;;
ODER;ODERICH;ODER4;19/04/2000;97.191.902/0001-94;Indústria de alimentos com sede na cidade de São Sebastião do Caí (RS) e filiais nas cidades de Eldorado do Sul (RS). Pelotas (RS). Orizona (GO) e Salvador (BA).;CONSERVAS ODERICH S.A.
ODPV;ODONTOPREV;ODPV3;01/12/2006;58.119.199/0001-51;Operadora de planos odontológicos;BRADESCO
ODRP;ORSA;;10.917.143/0001-16;;;
ODTB;;;;;;
ODTR;ODEBRETRANS;;12.251.483/0001-86;;;
OEAR;VENTOARAGANO;;14.492.644/0001-59;;;
OESD;EOLICA2;;14.531.063/0001-89;;;
OESP;OESTADO;;61.533.949/0001-41;;;
OESQ;OEAEOLICAIV;;14.528.941/0001-07;;;
OEST;SENANDESIII;;14.492.568/0001-81;;;
OFSA;OUROFINO S/A;OFSA3;21/10/2014;20.258.278/0001-70;Atividade de comercialização de produtos destinados ao setor de saúde animal.;BRADESCO
OFTS;;;;;;
OGDS;;;;;;
OHPT;ODEBPARTINV;;07.668.258/0001-00;;;
OIBR;OI;OIBR4;03/06/2002;76.535.764/0001-43;;BRASIL
OIWI;;;;;;
OLIP;;;;;;
OMNG;OMEGA2;;14.797.436/0001-68;;;
OMTX;OMNI TAXI AE;;03.670.763/0001-38;;;
ONCO;ONCOCLINICAS;ONCO3;10/08/2021;12.104.241/0004-02;Exploração de serviços médicos. participação em outras sociedades. nacionais ou estrangeiras. pesquisa e desenvolvimento experimental em ciências físicas e naturais. intermediação em pesquisa clínica.;ITAU CORRETORA ACOES
OPCT;OCEANPACT;OPCT3;12/02/2021;09.114.805/0001-30;Serviços de suporte marítimo. incluindo soluções de meio ambiente. serviços submarinos e de apoio logístico e de engenharia para clientes de diversos setores. como óleo e gás. energia. mineração. tele;ITAU CORRETORA ACOES
OPEI;OLIMPIO;;23.982.916/0001-90;;;
OPGM;GAMA PART;OPGM3;11/10/2023;02.796.775/0001-40;PARTICIPAÇÃO EM OUTRAS SOCIEDADES.;ITAU CORRETORA ACOES
OPGR;OUROPRETO;;11.916.849/0001-26;;;
OPSE;SUDESTE S/A;OPSE3;11/10/2023;02.062.747/0001-08;Participação em outras sociedades.;ITAU CORRETORA ACOES
OPTS;SUL 116 PART;OPTS3;11/10/2023;01.957.772/0001-89;"Participação em outras sociedades. comerciais ou civis. nacionais ou estrangeiras. como sócia. acionista ou quotista; e a participação. como quotista. em fundos de investimento.";ITAU CORRETORA ACOES
ORBQ;ORBI QUIMICA;;07.704.914/0001-82;;;
ORIB;;;;;;
ORIG;ORIGEMENERGI;;32.021.201/0001-61;"Extração. exploração. produção. processamento e comercialização de petróleo e gás natural; prestação de serv. apoio à extração de petróleo e gás natural; geração e comercialização de energia elétrica.";Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Equipamentos e Serviços;BRADESCO
ORIT;;;;;;
ORIV;OURINVESTBM;;78.632.767/0001-20;;;
ORMA;ORIZON MA;;03.279.285/0001-30;"Atuação na cadeia de gestão de resíduos: tratamento e destinação final de resíduos; exploração do biogás. energia e créditos de carbono; beneficiamento de resíduos; e serviços de engenharia ambiental.";Utilidade Pública / Água e Saneamento / Água e Saneamento;SAFRA SERVIÇOS DE ADMINISTRAÇÃO FIDUCIÁR
ORVR;ORIZON;ORVR3;17/02/2021;11.421.994/0001-36;"Atuação na cadeia de gestão de resíduos: tratamento e destinação final de resíduos; exploração do biogás. energia e créditos de carbono; beneficiamento de resíduos; e serviços de engenharia ambiental";BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
OSEC;OURINVESTSEC;;12.320.349/0001-90;Aquisição e securitização de direitos creditórios imobiliários e do agronegócio. com a consequente emissão e colocação dos CRIS/ CRAs nos mercados financeiros e de capitais.;Não Classificados / Não Classificado / Não Classificados;BRADESCO
OSPV;OSPINVEST;;22.606.673/0001-22;;;
OSXB;OSX BRASIL;OSXB3;22/03/2010;09.112.685/0001-32;Equipamentos e Serviços para a indústria offshore de petróleo e gás natural.;ITAU CORRETORA ACOES
OSXN;OSX;;11.198.242/0001-58;;;
OTPA;OPTIPAR PART;;06.293.753/0001-19;;;
OTSL;OT SERVIÇOS;;16.977.223/0001-43;;;
OURI;OURILANDIA;;25.298.162/0001-89;;;
OUSA;;;;;;
OVSA;OURO VERDE;;75.609.123/0001-23;"Locação de veículos e de equipamentos. com ou sem a cessão de operador; gestão e administração de veículos. máquinas e equipamentos de terceiros. dentre outras atividades correlatas.";Não Classificados / Não Classificado / Não Classificados;BRADESCO
OXYM;;;;;;
PACR;PACER;;12.621.274/0001-87;;;
PADP;PADUA IV;;32.161.916/0001-10;;;
PADT;PADTECSA;;03.549.807/0001-76;;;
PALF;PAUL F LUZ;;33.050.196/0001-88;Prestação de Serviço Público de Distribuição de Energia Elétrica;Utilidade Pública / Energia Elétrica / Energia Elétrica;BRASIL
PAMP;;;;;;
PARJ;PORTALEGREPA;;14.841.199/0001-95;;;
PASO;EOLICAPARAIS;;14.604.100/0001-31;;;
PASS;COMPASS;PASS5;12/08/2021;21.389.501/0001-81;Holding de empresas do setor de gás combustível ou de subprodutos e derivados. bem como de água e energia elétrica.;ITAU CORRETORA ACOES
PATI;PANATLANTICA;PATI4;29/12/1971;92.693.019/0001-89;Industrialização e Comercialização de Aços Planos.;ITAU CORRETORA ACOES
PAXA;;;;;;
PAXS;;;;;;
PBAE;;;;;;
PBHA;PBH ATIVOS;;13.593.766/0001-79;;;
PCAR;P.ACUCAR-CBD;PCAR3;03/10/1995;47.508.411/0001-56;Comércio Varejista;ITAU CORRETORA ACOES
PCBU;PACAEMBU CON;;96.298.013/0001-68;Desenvolvimento e realização de empreendimentos imobiliários. loteamentos e incorporações imobiliárias de imóveis próprios ou de terceiros.;Construção e Transporte / Construção e Engenharia / Construção Civil;VORTX DTVM LTDA.
PCEE;RECII;;26.932.086/0001-84;;;
PCHB;BAHIAPCH;;08.747.075/0001-42;;;
PCHH;PCHHOLDING;;11.623.581/0001-34;;;
PCHS;TSCRED;;38.042.694/0001-00;;Não Classificados / Não Classificados / Não Classificado;EMPRESA
PCHV;PCH BV II GE;;22.091.543/0001-02;;;
PCII;PEDRAII;;10.883.587/0001-88;;;
PCPL;;;;;;
PCRP;PERSONALCARE;;42.511.759/0001-89;;;
PDCI;PEDRAI;;10.883.378/0001-34;;;
PDCP;PDCPART;;15.569.107/0001-22;;;
PDGR;PDG REALT;PDGR3;26/01/2007;02.950.811/0001-89;Construção e Incorporação;ITAU CORRETORA ACOES
PDGS;PDG SECURIT;;09.538.973/0001-53;Securitização de recebíveis imobiliários.;Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis;PDG COMPANHIA SECURITIZADORA
PDLS;PDL10;;17.544.492/0001-89;;;
PDME;;;;;;
PDTC;PADTEC;PDTC3;08/06/2000;02.365.069/0001-44;Participação em outras sociedades. fundos de investimento. carteiras de valores mobiliários ou outros veículos de investimento. que atuem na área de tecnologia. em especial na Padtec S.A.;ITAUBANCO - ACOES
PEAB;PAR AL BAHIA;PEAB4;18/09/2000;01.938.783/0001-11;Participações em outras sociedades. na qualidade de sócia e/ou quotista e administração de bens próprios;ITAU CORRETORA ACOES
PEAG;;;;;;
PEDU;;;;;;
PEEC;RECI;;26.932.203/0001-00;;;
PELD;;;;;;
PENP;;;;;;
PETR;PETROBRAS;PETR4;20/07/1977;33.000.167/0001-01;Pesquisa. lavra. refinação. processamento. comércio e transporte de petróleo. de seus derivados. de gás natural e de outros hidrocarbonetos fluidos. além das atividades vinculadas à energia.;BRADESCO
PETZ;PETZ;PETZ3;11/09/2020;18.328.118/0001-09;"Importação. exportação e comércio (inclusive via internet e-commerce) de artigos para animais. plantas. flores. sementes; hospital veterinário. consultório. clínica veterinária. banho/tosa e hotel.";ITAU CORRETORA ACOES
PFRM;PROFARMA;PFRM3;26/10/2006;45.453.214/0001-51;Profarma atua na distribuição de produtos farmacêuticos. higiene pessoal e cosméticos. nos mais populosos estados brasileiros.;ITAU CORRETORA ACOES
PFXF;VANECK PREF;PFXF39;;;;
PGER;;;;;;
PGMN;PAGUE MENOS;PGMN3;02/09/2020;06.626.253/0001-51;Comércio de produtos farmacêuticos. perfumarias e afins. sem manipulação de fórmulas.;ITAU CORRETORA ACOES
PGNA;PARNAIBAGAS;;11.230.122/0001-90;;;
PGSA;PAGRISA;;05.459.177/0001-74;;;
PGTE;PLUGIFY TECN;;23.599.885/0001-92;;;
PHAG;;;;;;
PHMA;PARTPHARMA;;13.068.817/0001-43;;;
PICP;;;;;;
PIIG;PARNAIBA II;;14.578.002/0001-77;;;
PIMB;C2;;17.253.244/0001-89;;;
PINE;PINE;PINE4;02/04/2007;62.144.175/0001-20;Banco regional brasileiro. de capital aberto. que há mais de vinte e cinco anos destaca-se em financiar e assessorar grandes e médias empresas.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
PINF;PRIMAV INFRA;;21.314.575/0001-59;;;
PIRP;PIRAPORAIIEN;;23.984.342/0001-99;;;
PJII;PEDRARAJADAI;;21.909.399/0001-06;;;
PLAC;;;;;;
PLAE;;;;;;
PLAS;PLASCAR PART;PLAS3;03/02/2006;51.928.174/0001-50;Participação em outras empresas;ITAU CORRETORA ACOES
PLFS;POLO FILMS;;26.051.817/0001-82;;;
PLII;;;;;;
PLIN;POLO;;29.510.765/0001-53;;;
PLNV;;;;;;
PLPL;PLANOEPLANO;PLPL3;17/09/2020;24.230.275/0001-80;"(i) incorporação. construção e comercialização de empreendimentos imobiliários; (ii) locação de imóveis próprios; (iii) administração de carteira de recebíveis de financiamentos. empréstimos imobiliár";ITAU CORRETORA ACOES
PLSB;AUTOLITSUL;;09.313.969/0001-97;Concessionária de Rodovias;Não Classificados / Não Classificado / Não Classificados;ITAU CORRETORA ACOES
PLSC;POLO CAP SEC;PLSC-CRI1C;;12.261.588/0001-16;"Setor de atividade: Securitização de Recebíveis/Aquisição e securitização de créditos imobiliários e hipotecários; prestação de serviços referentes a operações nos mercados secundários; emissão de CRI";POLO CAPITAL SECURITIZADORA
PMAM;PARANAPANEMA;PMAM3;15/03/1971;60.398.369/0004-79;Metalurgia do cobre e suas ligas;BRADESCO
PMAV;PRIMAVCONST;;81.110.124/0001-21;;;
PMIC;PRIMEINC;;00.409.834/0001-55;;;
PMZD;;;;;;
PNAT;;;;;;
PNBI;PARNAIBAI;;11.744.699/0001-10;;;
PNEU;ITRCOMERCIOD;;15.426.874/0001-82;;;
PNGU;AGRO PINGUIM;;02.671.917/0001-43;;;
PNVL;DIMED;PNVL3;03/08/1984;92.665.611/0001-77;Comercio atacadista e varejista de medicamentos e produtos de perfumaria e toucador;BRADESCO
PNXT;PHOENIX;;20.228.158/0001-20;;;
POEP;;;;;;
POMO;MARCOPOLO;POMO4;24/04/1978;88.611.835/0001-29;Indústria e comércio de ônibus e carrocerias para ônibus. suas partes. peças e componentes;BRADESCO
POMR;;;;;;
PORB;BARCASENERGI;;14.567.884/0001-75;;;
PORT;WILSON SONS;PORT3;25/10/2021;33.130.691/0001-05;Administração dos bens da Companhia e participação no capital de outras sociedades.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
POSG;SALGADO;;14.567.882/0001-86;;;
POSI;POSITIVO TEC;POSI3;11/12/2006;81.243.735/0001-48;Fabricação de hardware.;ITAU CORRETORA ACOES
POTE;;;;;;
PPAR;POLPAR;PPAR3;31/05/1989;59.789.545/0001-71;Participação em outras empresas;ITAU CORRETORA ACOES
PPEN;PARNAIBAENER;;14.567.883/0001-20;;;
PPGE;PROGEN PROJE;;57.748.204/0001-22;;;
PPHT;PRAIA HOTEL;;00.338.915/0001-01;;;
PPIT;PRUMO PARTIC;;22.069.057/0001-80;;;
PPIX;PIRAPORAIX;;23.842.939/0001-07;;;
PPLA;PPLA;PPLA11;;15.073.274/0001-88;Holding de companhias que atuam como veículos de investimento.;
PPLV;PORTOLOC;;19.091.996/0001-16;;;
PPNV;PORTONAVEPAR;;27.218.997/0001-07;;;
PPRA;PIRAPORAIVEN;;23.975.390/0001-10;;;
PPTE;PORTOPRIMA;;07.081.291/0001-39;;;
PPVI;PIRAPORAVI;;23.851.950/0001-25;;;
PQAR;ASSURUA;;19.246.831/0001-76;;;
PQCN;;;;;;
PQEL;LARANJEIRASI;;21.816.037/0001-62;;;
PQER;ASSURUAVII;;19.246.849/0001-78;;;
PQLR;LARANJEIRASI;;21.815.934/0001-51;;;
PQSS;ASSURUAII;;19.246.799/0001-29;;;
PRAS;PIRAPOA SOLA;;25.117.259/0001-48;;;
PRAU;;;;;;
PRAV;;;;;;
PRBC;PARANA;;14.388.334/0001-99;Banco múltiplo com carteira de crédito. financiamento e investimentos.;Financeiro / Intermediários Financeiros / Bancos;ITAU CORRETORA ACOES
PRBN;;;;;;
PREQ;PARANA EQUIP;;76.527.951/0001-85;;;
PRIO;PETRORIO;PRIO3;25/10/2010;10.629.105/0001-68;A Companhia tem por objeto a participação em outras sociedades como sócia. acionista ou quotista. no país ou no exterior. desde que visando à consecução de atividades relacionadas à energia.;ITAU CORRETORA ACOES
PRKE;PARKEMPREE;;29.641.242/0001-46;;;
PRLG;PROLAGOS;;02.382.073/0001-10;Serviços públicos de saneamento básico. produção e fornecimento de água e tratamento de esgoto dos municípios de Armação dos Búzios. Cabo Frio. Iguaba Grande. São Pedro da Aldeia e Arraial do Cabo(RJ);Não Classificados / Não Classificados / Não Classificado;EMPRESA
PRLK;;;39.578.864/0001-20;;;
PRML;;;;;;
PRMN;PROMAN;PRMN3B;28/01/2004;02.291.077/0001-93;GERAÇÃO DE ENERGIA ELÉTRICA;ITAU CORRETORA ACOES
PRMX;MANUF PREMIX;;50.411.321/0001-57;;;
PRNR;PRINER;PRNR3;24/11/2017;18.593.815/0001-97;Prestação de serviços industriais. principalmente nos segmentos petroquímico. óleo e gás. siderurgia. papel e celulose e químico.;ITAU CORRETORA ACOES
PROQ;PROQUIGEL;;27.515.154/0011-44;;;
PRPA;PIRAPORAIIIE;;23.983.428/0001-05;;;
PRPO;PIRAPORAII;;27.219.024/0001-92;;;
PRPT;PROMPT PART;PRPT3;10/10/2023;02.992.449/0001-09;PARTICIPAÇÃO EM OUTRAS SOCIEDADES.;ITAU CORRETORA ACOES
PRPX;PIRAPORAX;;23.842.888/0001-05;;;
PRQE;PARQUEDALAGO;;15.137.022/0001-75;;;
PRRV;PIRAPORAV;;23.842.814/0001-79;;;
PRSH;PRUDENSHOPPI;;54.584.404/0001-07;;;
PRSL;PROSIMULADOR;;13.258.493/0001-06;;;
PRTE;PARANAIBA;;17.553.029/0001-01;;;
PRVA;PRIVALIA;;10.464.223/0001-63;;;
PSAF;SANTFINANCEA;;03.502.968/0001-04;;;
PSAL;POUSOALEGRE;;49.942.170/0001-84;;;
PSAN;;;;;;
PSIS;;;;;;
PSLA;PNEUSOLA;;17.281.668/0001-57;;;
PSSA;PORTO SEGURO;PSSA3;22/11/2004;02.149.205/0001-69;Gestão de Participações Societárias (holding);ITAU CORRETORA ACOES
PSTC;;;;;;
PSVM;;PSVM11;;18.494.485/0001-82;Investimentos no setor de transporte e logística;ITAU CORRETORA ACOES
PTAZ;PARINTINS AM;;32.667.691/0001-78;;;
PTBL;;PTBL3;11/11/1991;83.475.913/0001-91;;ITAU CORRETORA ACOES
PTCA;PRATICA;PTCA3;04/10/2018;08.574.411/0001-00;"A Companhia tem por objeto social: (i) a fabricação de fornos e equipamentos voltados para os mercados de panificação e gastronômico; e (ii) a participação societária em outras companhias.";BRADESCO
PTCE;;;;;;
PTCR;;;01.800.019/0001-85;;;
PTGD;;;25.243.894/0001-71;;;
PTGE;PARTAGE EMPR;;01.987.230/0001-59;;;
PTGR;POTIGUAR;;09.439.128/0001-20;;;
PTGU;;;;;;
PTMA;;;23.236.821/0001-27;Incorporação de empreendimentos imobiliários;Não Classificados / Não Classificados / Não Classificado;EMPRESA
PTMI;POTAMIENERGI;;15.190.480/0001-78;;;
PTNT;;PTNT4;19/06/1981;88.613.658/0001-10;;ITAU CORRETORA ACOES
PTNV;PORTONAVE;;01.335.341/0001-80;;;
PTPA;;;;;;
PTRA;;;07.243.291/0001-98;;;
PTSG;;;04.862.600/0001-10;;;
PVII;;;23.852.003/0001-59;;;
PXXM;;;;;;
QATY;;;;;;
QCAB;QUALICORPADM;;07.658.098/0001-18;;;
QCCS;QUALICORSEG;;07.755.207/0001-15;;;
QGDI;QUEIROZDEV;;11.535.028/0001-40;;;
QGSA;QUEIROZGALVA;;02.538.798/0001-55;;;
QIFI;;;;;;
QISE;;;;;;
QLIT;;;;;;
QMCT;QMC TELECOM;;13.733.490/0001-87;;;
QRMR;;;;;;
QRZG;QGALVAO;;02.538.768/0001-49;;;
QUAL;QUALICORP;QUAL3;29/06/2011;11.992.680/0001-93;Prestação de serviços e gestão de benefícios de assistência à saúde.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
QUAT;QUATA;;60.855.574/0001-73;;;
QUCR;Q1COMERCIAL;;09.044.235/0001-50;;;
QUEV;QUEVEDOS ENE;;08.140.348/0001-96;;;
QUNT;;;;;;
QUSW;QUALITY SOFT;QUSW3;11/02/2014;35.791.391/0001-94;"Serviços nos Setores de informática. auditoria de sistemas softwares; treinamentos.desenvolvimento de sistemas de suporte técnico; hardware e software em geral; design gráfico e editoração eletronica.";BRADESCO
QVQP;524 PARTICIP;QVQP3;11/10/2023;01.851.771/0001-55;Holding - participação em outras sociedades;ITAU CORRETORA ACOES
QXDA;QUEIXADA;;11.896.615/0001-64;;;
RADL;RAIADROGASIL;RADL3;03/07/2007;61.585.865/0001-51;Comércio de produtos farmacêuticos. perfumaria e afins.;ITAU CORRETORA ACOES
RADP;;;;;;
RAHD;RIO ALTO STL;;40.480.481/0001-02;"Participação em outras sociedades. no Brasil ou o exterior. com atividade econômica de Holding de instituições não-financeiras; e consultoria e desenvolvimento em projetos de geração de energia solar.";Não Classificados / Não Classificado / Não Classificados;EMPRESA
RAIL;RUMO S.A.;RAIL3;15/03/2004;02.387.241/0001-60;Prestar serviços de transporte de cargas através dos modais ferroviário e rodoviário. dentre outros. isoladamente ou combinados entre si de forma intermodal ou multimodal. entre outros.;ITAU CORRETORA ACOES
RAIN;PAU RAINHA;;34.714.305/0001-87;;;
RAIZ;RAIZEN;RAIZ4;05/08/2021;33.453.598/0001-23;Distribuição e venda de etanol e de petróleo. combustíveis e outros hidrocarbonetos fluidos e seus subprodutos. bem como itens necessários para o desemprenho de tais atividades.;BTG PACTUAL SERVIÇOS FINANCEIROS SA DTVM
RALB;RINCAOALBINO;;08.147.388/0001-60;;;
RALM;;;;;;
RAND;;;;;;
RANI;IRANI;RANI3;10/06/1981;92.791.243/0001-03;Fabricação de papel para embalagem. embalagens de papelão ondulado e resinas.;ITAU CORRETORA ACOES
RAPT;RANDON PART;RAPT4;22/03/1993;89.086.144/0001-16;"Indústria e comércio de veíc. automotores e rebocados para a movimentação e o de transporte de materiais; de implem para o transp rodoviário e ferroviário e de aparelhos mecânicos. peças";ITAU CORRETORA ACOES
RATL;ATLANTICO;;13.799.190/0001-09;;;
RBBK;RABOBANKBM;;01.023.570/0001-60;;;
RBCC;RBCOMMERCIAL;;09.272.156/0001-04;;;
RBGE;;;;;;
RBHO;RBCAPHOLDING;;10.140.272/0001-40;;;
RBMM;RB COM PROP;;13.015.567/0001-83;;;
RBNS;RODOBENS;RBNS11;26/07/2021;59.981.829/0001-65;"(i) a participação no capital social de outras sociedades; (ii) a alocação e a gestão de recursos próprios; e (iii) a consultoria estratégica e de gestão de negócios.";ITAU CORRETORA ACOES
RBPL;;;;;;
RBPT;RIBEIRAOPRET;;00.517.645/0001-04;;;
RBRA;OPEA;RBRA-CRI77;;02.773.542/0001-22;"Aquisição de créditos imobiliários. créditos do agronegocio. titulos e valores mobiliarios; Gestão e administração de carteiras de crédito; Securitizacao; Atividades relacionadas.";ITAUBANCO - DEBENTURES
RBRE;PRIMEII;;13.745.847/0001-47;;;
RBRN;REALTYIX;;14.404.274/0001-50;;;
RBSA;RBS;;68.737.857/0001-22;;;
RBST;REALTYVII;;14.404.279/0001-83;;;
RCAJ;;;;;;
RCCA;RECAJAMAR;;21.967.607/0001-15;;;
RCEN;RIO CASCA EN;;09.597.979/0001-00;;;
RCHE;RCHEMPREENDI;;38.128.791/0001-02;;;
RCHL;RIACHUELO;;33.200.056/0001-49;;;
RCIX;REC2017IX;;29.206.424/0001-99;;;
RCLG;REC LOG 411;;07.964.913/0001-77;;;
RCOR;RIO CORRENTE;;05.319.403/0001-11;;;
RCPS;REC CIPASA;;12.855.419/0001-04;;;
RCSL;RECRUSUL;RCSL4;20/01/1986;91.333.666/0001-17;Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial.;ITAU CORRETORA ACOES
RCTA;RIO CORTADO;;01.794.426/0001-27;;;
RCTE;;;;;;
RCVI;REC2017VI;;26.929.617/0001-80;;;
RDAS;;;;;;
RDCX;REC DUQUE DE;;19.835.035/0001-79;;;
RDLA;RODLAGOS;;01.612.234/0001-52;;;
RDNI;RNI;RDNI3;31/01/2007;67.010.660/0001-24;"(i) a compra e venda de imóveis; (ii) o desmembramento ou loteamento de terrenos; (iii) a incorporação imobiliária ou construção de imóveis destinados à venda; (iv) a prestação de serviços a terceiros";BRADESCO
RDOE;CONCESRODOES;;09.387.725/0001-59;;;
RDOR;REDE D OR;RDOR3;10/12/2020;06.047.087/0001-39;;ITAU CORRETORA ACOES
RDSM;CR SUL MINAS;;48.127.008/0001-40;A exploração. sob regime de concessão. do complexo rodoviário Sul de Minas. conforme Edital de Concessão da Concorrência Internacional n.º 003/2021 da SEINFRA.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
RDVC;RODOVIACATAR;;02.228.721/0001-89;;;
RDVE;;;;;;
RDVI;RODOV MG-050;;08.822.767/0001-08;Exploração do Sistema Rodoviário da malha composta pela Rodovia MG-050. trecho entroncamento BR 262 (Juatuba). Itaúna. Divinópolis. Formiga. Piumhi. Passos. São Sebastiãodo Paraíso  Rodovia BR 265.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
RDVT;ROD TIETE;RDVT-DEB11;;10.678.505/0001-63;;CONCESSIONÁRIA RODOVIAS DO TIETÊ S.A.
REAM;;;;;;
REBE;REBSA;;09.092.023/0001-48;;;
REBP;;;;;;
RECC;REC CAJAMAR;;24.713.849/0001-70;;;
RECE;REC2017VII;;29.194.128/0001-15;;;
RECG;RECGUARULHOS;;08.730.884/0001-41;;;
RECJ;RECJUNDIAI;;22.841.361/0001-01;;;
RECS;REC 2019 III;;32.479.845/0001-06;;;
RECV;PETRORECSA;RECV3;05/05/2021;03.342.704/0001-30;Exploração e produção de petróleo e gás natural;ITAU CORRETORA ACOES
REDD;DRREDDYSFARM;;03.978.166/0001-75;;;
REDE;REDE ENERGIA;REDE3;21/06/2006;61.584.140/0001-49;Participação em outras empresas (A Rede Energia Participações é uma holding);ITAU CORRETORA ACOES
REEP;REC REGIS EM;;24.064.185/0001-66;;;
REFL;REALEFLOREST;;19.940.052/0001-76;;;
REII;R039EXTREMA2;;17.659.081/0001-39;;;
REIN;;;;;;
REND;RENDIMENTOBC;;68.900.810/0001-38;;;
RENT;LOCALIZA;RENT3;23/05/2005;16.670.085/0001-55;Aluguel de carros e gestão de frotas;ITAU CORRETORA ACOES
REPS;RIO ENERGY P;;38.126.888/0001-86;;;
RESA;RAIZEN ENERG;;08.070.508/0001-78;Produção de etanol. açúcar e bionergia.;Consumo não Cíclico / Alimentos Processados / Açucar e Alcool;ITAU CORRETORA ACOES
REVC;RENOVIAS;;02.417.464/0001-23;;;
RFRT;RIOFORTE;;42.568.253/0001-06;;;
RGCI;;;;;;
RGRA;;;;;;
RHAG;;;;;;
RHOL;;;;;;
RHPY;RI HAPPY;;58.731.662/0001-11;;;
RIAC;;;;;;
RICI;AUTORICCI;;00.282.862/0001-54;;;
RIGR;;;;;;
RILM;RIALMAIV;;12.459.354/0001-88;;;
RINA;;;;;;
RIOC;RIOCANOAS;;11.316.814/0001-56;;;
RIOO;BRKOSTRAS;;08.774.784/0001-17;;;
RIOS;RIO ALTO;;38.199.406/0001-18;;Não Classificados / Não Classificado / Não Classificados;BRADESCO
RIPI;RIOGRANDENSE;;94.845.674/0001-30;;;
RIPR;RIO PARANA;;23.096.269/0001-19;Geração. distribuição. transmissão e a comercialização de energia elétrica.;Não Classificados / Não Classificados / Não Classificado;EMPRESA
RIS4;AGUAS RIO 4;;42.644.220/0001-06;Prestação generalizada dos serviços de abastecimento de água e esgotamento sanitário na área da concessão relativos a 8 municípios no Rio de Janeiro. além de 106 bairros na capital do estado.;Não Classificados / Não Classificado / Não Classificados;
RISF;RIOMAR SHOPP;;12.039.513/0001-95;;;
RISP;ÁGUAS RIO 1;;42.310.775/0001-03;Prestação regionalizada dos serviços de abastecimento de água e esgotamento sanitário na área da concessão relativos a 18 municípios no Rio de Janeiro. além de 18 bairros na capital do estado.;Não Classificados / Não Classificado / Não Classificados;
RITE;;;;;;
RIVE;;;;;;
RJEP;R046 RIO JAN;;25.142.831/0001-29;;;
RJGT;RJGTIASEC;;28.655.521/0001-04;;;
RKWS;RIBER;;03.946.067/0001-01;;;
RLBL;RENAULTBR;;00.913.443/0001-73;;;
RLEI;REC LOG 331;;08.857.635/0001-11;;;
RLMS;;;;;;
RLZE;REALIZECFI;;27.351.731/0001-38;;;
RMGG;ECO050RODO;;19.208.022/0001-70;;Não Classificados / Não Classificados / Não Classificado;EMPRESA
RMGL;;;;;;
RMIN;;;;;;
RMPP;;;;;;
RMSA;BRK AMBIENTA;;39.580.673/0001-01;;Utilidade Pública / Água e Saneamento / Água e Saneamento;ITAU CORRETORA DEBENTURES
RNAG;RENOVAGRO AG;;07.199.167/0001-72;;;
RNCV;RNCOMERCIO;;13.481.309/0001-92;;;
RNEP;;;;;;
RNEW;RENOVA;RNEW11;13/07/2010;08.534.605/0001-74;Geração de energia por meio de fontes renováveis.;ITAU CORRETORA ACOES
RNPU;;;;;;
RNSA;RENOSAPART;;11.693.867/0001-96;;;
ROCC;ROCCOHOSP;;14.252.550/0001-02;;;
ROCH;ROCHALOGSA;;81.716.144/0001-40;;;
RODB;;;;;;
RODC;;;;;;
RODT;RODOVIATAMOI;;21.581.284/0001-27;;;
RODZ;;;;;;
ROMI;ROMI;ROMI3;23/03/2007;56.720.428/0001-63;Indústria e Comércio de Máquinas-Ferramenta;BRADESCO
RPAD;ALFA HOLDING;RPAD5;20/07/1977;17.167.396/0001-69;Emp. Adm. Part. - Intermediação Financeira;SANTANDER
RPAS;;;;;;
RPAY;RECARGAPAYVE;;30.545.324/0001-76;;;
RPDO;RAPIDOO PAG;;33.486.241/0001-41;;;
RPMG;PET MANGUINH;RPMG3;23/06/1972;33.412.081/0001-96;Fabricação de produtos de refino de petróleo.;BRASIL
RPPB;RP PARTICIP;;13.200.049/0001-30;;;
RPTA;CONC RAPOSO;;10.531.501/0001-58;;Bens Industriais / Transporte / Exploração de Rodovias;BRADESCO
RPTL;RIOPETROLEOS;;20.139.095/0001-36;;;
RRPM;;;;;;
RSAN;CORSAN;;92.802.784/0001-90;Abastecimento de água. coleta e tratamento de esgoto sanitário;Não Classificados / Não Classificado / Não Classificados;ITAUBANCO - ACOES
